id,dublin_no,location,code,spaces,exact_location,installed,tariff,nearest_pad,op_hours,clearway,clearway_hours,comment,further_info,finished,extra_comment,zone,longitude,latitude,created_at,updated_at
383,660,Richmond Avenue,6,39 P&D / DP,At Number 2,05/04/2001,1.60,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,Disc parking,FALSE,,Green,-6.243382,53.36345,02/01/2012 22:45:00,NULL
384,661,Prospect Avenue,9,27 P&D / DP,Opposite Number 17,06/04/2001,1.60,"Lindsay Rd 7, Iona Rd 158",Mon-Sun 07.00-24.00,FALSE,,,Disc Parking,TRUE,,Green,-6.271629,53.366568,02/01/2012 22:45:00,NULL
385,662,Leinster Street North,7,72 P&D / DP,At ATD Security,06/04/2001,1.60,"Royse Rd 37, Munster St 519",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.272532,53.363896,02/01/2012 22:45:00,NULL
386,664,Shrewsbury Road,4,133 P&D / DP (Total),At Number 18,,1.60,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,TRUE,,Green,-6.223241,53.32216,02/01/2012 22:45:00,NULL
387,665,Rathmore Villas,6,17 P&D / DP,Terenure,17/04/2001,1.00,"Elm Park Tce 614, Terenure Rd Nth 7426, 799",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.282644,53.311228,02/01/2012 22:45:00,NULL
388,667,Brookfield Road,8,30 P&D / DP,At number 41,16/04/2001,1.00,"South Circular Rd 586, Mayfield Rd 650, Mountshannon Rd 651",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.300863,53.339463,02/01/2012 22:45:00,NULL
389,670,Cabra Park,7,127 P&D / DP (Total),No 47 St Peters Road,20/04/2001,1.60,"Cabra Park 671, St Peter's Rd 633",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.279303,53.362071,02/01/2012 22:45:00,NULL
390,671,Cabra Park,7,127 P&D / DP (Total),No 114 St. Peter's Road,20/04/2001,1.60,"Cabra Park 670, St Peter's Rd 633",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.278111,53.361363,02/01/2012 22:45:00,NULL
391,672,Moyne Road,6,154 P&D / DP (Total),Ranelagh,23/04/2001,1.60,"Moyne Rd 470, Ormond Rd Sth 164, Windsor Rd 698",Mon-Sat 07.00-19.00,FALSE,,,Disc parking,FALSE,,Green,-6.255021,53.319024,02/01/2012 22:45:00,NULL
392,673,Grosvenor Road,6,128 P&D / DP (Total),At Number 23,23/04/2001,1.60,"Grosvenor Rd 646, 674",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.271848,53.319034,02/01/2012 22:45:00,NULL
393,674,Grosvenor Road,6,128 P&D / DP (Total),At the school,23/04/2001,1.60,"Grosvenor Rd 325, 673, Grosvenor Place 607",Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Green,-6.271467,53.319351,02/01/2012 22:45:00,NULL
394,675,Vernon Avenue,3,34 P&D + 20 DP,At Number 9,23/04/2001,1.00,Clontarf Road 778,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.195895,53.359603,02/01/2012 22:45:00,NULL
395,676,James Joyce Street,1,8 P&D,At Bank Of Ireland,,2.40,"Talbot St 309, 498",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.253365,53.351335,02/01/2012 22:45:00,NULL
396,677,Mulberry Lane (Donnybrook),4,5 P&D / DP,Behind garage at Victoria Avenue,30/04/2001,2.40,"Pembroke Cottages 486, 4 On Donnybrook Rd",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.235193,53.323556,02/01/2012 22:45:00,NULL
397,678,Burlington Road,4,144 P&D / DP (Total),North of Westside Private Road,30/04/2001,2.90,"5 On Burlington Rd, Waterloo Rd 346",Mon-Fri 08.00-18.30,FALSE,,,Disc parking (8.30-18.00),FALSE,,Yellow,-6.244408,53.33142,02/01/2012 22:45:00,NULL
398,680,Lansdowne Park,4,41 P&D / DP,At Number 45,30/04/2001,2.90,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,Disc parking (8.30-18.00),FALSE,,Yellow,-6.234668,53.333738,02/01/2012 22:45:00,NULL
399,681,Ringsend road,4,23 P&D / DP,At Bus Station,05/05/2001,2.40,"Ringsend Rd 636, Barrow St 628, Hastings St 642",Mon-Sat 07.00-19.00,FALSE,,,Disc parking Mon-Fri,FALSE,,Red,-6.233456,53.341856,02/01/2012 22:45:00,NULL
400,682,Stirrup Lane,7,16 P&D / DP,Church Street To Beresford Street,,2.90,Beresford St 261,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.273993,53.3499,02/01/2012 22:45:00,NULL
401,684,Grosvenor Square,6,164 P&D / DP (Total),Opposite Number 48,16/05/2001,1.60,"Grosvenor Sq 685, Leinster Rd 411, 609",Mon-Fri 08.00-13.00,FALSE,,,Disc parking Mon-Fri,FALSE,,Green,-6.272435,53.323093,02/01/2012 22:45:00,NULL
402,685,Grosvenor Square,6,164 P&D / DP (Total),Outside no.87,16/05/2001,1.60,"Grosvenor Sq 684, Leinster Rd 411, 609",Mon-Sun 07.00-24.00,FALSE,,,Disc parking Mon-Fri,FALSE,,Green,-6.273607,53.32364,02/01/2012 22:45:00,NULL
403,687,Mountain View Road,6,95 P&D / DP (Total),At Side of Community Centre,16/05/2001,1.60,"Albany Rd 142, Edenvale Rd 103, Mountain View Rd 686",Mon-Sat 07.00-19.00,FALSE,,,Disc parking Mon-Fri,FALSE,,Green,-6.251526,53.318798,02/01/2012 22:45:00,NULL
404,688,Ferrard Road,6,16 P&D / DP,Off Rathgar Rd,16/05/2001,1.00,"Healthfield Rd 749, Brighton Rd 735",Mon-Sat 07.00-19.00,FALSE,,,Disc parking Mon-Fri,FALSE,,Orange,-6.279697,53.311079,02/01/2012 22:45:00,NULL
405,690,Carman's Hall,8,14 P&D + 14 DP (Total),Off Meath St,17/05/2001,2.40,"Ash St 640, Catherine St 648",Mon-Sat 07.00-19.00,FALSE,,,Disc parking Mon-Sat,FALSE,,Red,-6.276705,53.34066,02/01/2012 22:45:00,NULL
406,693,Stamer Street,8,38 P&D / DP (Total),Junction Of Harrington Street,24/05/2001,2.40,"Stamer St 172, Synge St 691",Mon-Sat 07.00-19.00,FALSE,,,Disc parking Mon-Fri,FALSE,,Red,-6.268209,53.332341,02/01/2012 22:45:00,NULL
407,694,Chester Road,6,27 P&D / DP,At Mount Pleasant Avenue,,2.40,Mountpleasant Sq 432,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.257832,53.325152,02/01/2012 22:45:00,NULL
408,698,Windsor Road,6,97 P&D / DP,Harolds Cross,11/06/2001,1.60,"Palmerston Rd 736, Moyne Rd 672",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.255082,53.317838,02/01/2012 22:45:00,NULL
409,699,John Dillon Street,8,66 P&D / DP (Total),Opp no. 50,11/06/2001,2.90,"John Dillon St 327, Dillon Place Sth 132, 6 On Francis St",Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Yellow,-6.273408,53.341485,02/01/2012 22:45:00,NULL
410,700,New Row South,8,29 P&D / DP,Outside no.11,11/06/2001,2.40,6 On Francis St,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.273785,53.338393,02/01/2012 22:45:00,NULL
411,701,Clanbrassil Street Upper,8,14 P&D / DP,Outside no 12,12/06/2001,2.40,"Windsor Tce 698, Clanbrassil St Lwr 695, 695",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.275319,53.331396,02/01/2012 22:45:00,NULL
412,704,Swords Road,9,5 P&D,At Iveragh Road Junction,19/06/2001,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.245639,53.3808,02/01/2012 22:45:00,NULL
413,706,Raheny Village,5,19 P&D + 16 DP (Total),At SuperValu,19/06/2001,0.60,"Raheny Village 493, 718",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.178009,53.380083,02/01/2012 22:45:00,NULL
414,707,Auburn Street,7,30 P&D / DP,At No. 13,19/06/2001,2.40,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,,TRUE,,Red,-6.271634,53.356387,02/01/2012 22:45:00,NULL
415,709,Bloomfield Avenue (Portobello),8,85 P&D / DP,Opposite Locks restaurant,25/06/2001,2.40,Winsdor Tce 779,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.271515,53.329917,02/01/2012 22:45:00,NULL
416,710,Anne Street North,7,14 P&D / DP,Off North King Street,25/06/2001,2.90,"Little Britain St 232, Beresford St 261",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Yellow,-6.272357,53.34921,02/01/2012 22:45:00,NULL
417,712,St. Assam's Road West,5,8 P&D,Opposite BOI Car Park,25/06/2001,0.60,Raheny Village 718,Mon-Fri 08.00-19.00,FALSE,,,,FALSE,,Blue,-6.172027,53.380791,02/01/2012 22:45:00,NULL
418,713,Garville Mews,6,6 P&D,Junction Rathgar Road,06/07/2001,1.00,"Garville Ave 748, Garville Rd 39, Wesley Rd 326",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.272294,53.314862,02/01/2012 22:45:00,NULL
419,714,Blackpitts,8,25 P&D / DP,Junction of Old Mill Court,06/07/2001,2.40,Clanbrassil Tce 773,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.275121,53.335913,02/01/2012 22:45:00,NULL
420,715,School Street,8,16 P&D,Behind Guinness at flats/at school,17/07/2001,2.40,"Sugar House Lane 716, Crane St 717, Earl St Sth 136",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.283149,53.341508,02/01/2012 22:45:00,NULL
421,716,Sugar House Lane,8,5 P&D,Side of guinness at car pk,17/07/2001,2.40,"Crane St 717, School St 715",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.283811,53.341802,02/01/2012 22:45:00,NULL
422,717,Crane Street,8,16 P&D,At Rainsford Street junction,17/07/2001,2.40,"Sugar House Lane 716, School St 715",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.283883,53.34241,02/01/2012 22:45:00,NULL
423,718,Raheny Village,5,19 P&D + 16 DP (Total),Opposite Ladbrokes & 'The Inn',03/07/2001,0.60,"Raheny Village 493, 706",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.174311,53.380107,02/01/2012 22:45:00,NULL
424,719,Oliver Bond Street,8,76 P&D / DP (Total),Opposite Car Park,08/08/2001,2.40,Bridgefoot St 801,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.280456,53.343914,02/01/2012 22:45:00,NULL
425,722,Clyde Road,4,22 P&D / DP (Total),At Church,,2.90,"3 On Clyde Rd , Elgin Rd 249",Mon-Fri 10.00-18.00,FALSE,,,,FALSE,,Yellow,-6.235943,53.329665,02/01/2012 22:45:00,NULL
426,723,Drumcondra Road Upper,9,10 P&D (Total),"At Number 108, Hession Hairdresser's",,1.00,Ormond Rd 159,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.252663,53.372222,02/01/2012 22:45:00,NULL
427,725,Gulistan Terrace,6,17 P&D / DP,Opposite No. 23,,2.40,Mountpleasant Avenue Upper 882,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.260829,53.324921,02/01/2012 22:45:00,NULL
428,726,Harold's Cross Road,6,58 P&D / DP (Total),At Number 74,28/08/2001,1.60,Harold's Cross Rd 727,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.278159,53.326535,02/01/2012 22:45:00,NULL
429,727,Harold's Cross Road,6,58 P&D / DP (Total),At the fork in the Road,28/09/2001,1.60,Harold's Cross Rd 726,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.277891,53.326371,02/01/2012 22:45:00,NULL
430,728,Harold's Cross Road,6,58 P&D / DP (Total),At No. 177,06/09/2001,1.60,"Mount Argus 567, Leinster Rd 575",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.278818,53.323311,02/01/2012 22:45:00,NULL
431,729,Harold's Cross Road,6,58 P&D / DP (Total),Across from Century House,28/08/2001,1.60,Tivoli Ave 793,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.27888,53.319756,02/01/2012 22:45:00,NULL
432,730,Sundrive Road,6,23 P&D,Kimmage opposite Superquinn,06/09/2001,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.291361,53.320071,02/01/2012 22:45:00,NULL
433,731,Conyngham Road,8,46 P&D + 12 DP (Total),At Riverpark Apartments,06/09/2001,1.00,Conyngham Rd 569,Mon-Sat 08.00-19.00,FALSE,,,,FALSE,,Orange,-6.302962,53.34821,02/01/2012 22:45:00,NULL
434,732,Tyrconnell Road,8,18 P&D / DP,At Balkanic Food & Opposite X-Tra Vision,06/09/2001,0.60,"Tyrconnell St 28, Emmett Rd 652",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Blue,-6.321169,53.339275,02/01/2012 22:45:00,NULL
435,733,Beechlawn Way,6,10 P&D / DP,South of Rathfarnham Road,01/10/2001,1.00,"Rathfarnam Road 591, Fergus Rd 125",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.283701,53.308957,02/01/2012 22:45:00,NULL
436,734,Brighton Road,6,133 P&D / DP (Total),South of WestSide Brighton Square,03/10/2001,1.00,"Brighton Sq 456, Garville Ave Upr 63",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.279019,53.314507,02/01/2012 22:45:00,NULL
437,735,Brighton Road,6,133 P&D / DP (Total),North of WestSide Terenure Road East,03/10/2001,1.00,"Tower Ave 813, Ferrard Rd 688, Terenure Rd E 167",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.277979,53.31156,02/01/2012 22:45:00,NULL
438,736,Palmerston Road,6,112 P&D / DP (Total),House Number 55,03/10/2001,1.60,"Palmerston Rd 565, Ormond Rd S 164",Mon-Fri 07.00-16.00,FALSE,,,,FALSE,,Green,-6.258798,53.317398,02/01/2012 22:45:00,NULL
439,737,The Crescent (Marino),3,31 P&D / DP,Opposite No. 11,03/10/2001,1.00,"Malahide Rd 380, St. Aidan's Park Rd 379",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.228247,53.365057,02/01/2012 22:45:00,NULL
440,738,Leicester Avenue,6,78 P&D / DP,Opposite the Church,08/10/2001,1.60,Frankfort Ave 161,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.270725,53.317335,02/01/2012 22:45:00,NULL
441,741,Maxwell Road,6,92 P&D / DP,Opposite Number 26,,1.60,"Rathmines Rd Upr 787, 788",Mon-Fri 08.00-18.30,TRUE,Before 10.00,,,FALSE,,Green,-6.266037,53.31774,02/01/2012 22:45:00,NULL
442,742,York Road,6,105 P&D / DP,At Number 51,,1.60,Rathmines Rd Upr 53,Mon-Sat 07.00-24.00,TRUE,Before 10.00,,,FALSE,,Green,-6.265153,53.318821,02/01/2012 22:45:00,NULL
443,747,Garville Avenue,6,40 P&D / DP (Total),No 35,,1.00,"Garville Ave 748, Garville Ave Upr 63",Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.275591,53.315528,02/01/2012 22:45:00,NULL
444,748,Garville Avenue,6,40 P&D / DP (Total),At Flats,,1.00,"Garville Ave 747, Garville Rd 39",Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.271826,53.315827,02/01/2012 22:45:00,NULL
445,749,Healthfield Road,6,60 P&D / DP,At Number 72,,1.00,"Greenmount Rd 823, Ferrard Rd 688",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.280652,53.310781,02/01/2012 22:45:00,NULL
446,750,Leinster Road West,6,90 P&D / DP (Total),Opposite Number 1,,1.60,"Leinster Rd 575, Effra Rd 337, Leinster Rd W 542",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.275822,53.321436,02/01/2012 22:45:00,NULL
447,751,Smithfield North (North King St End),7,45 P&D / DP (Total),Opposite The Cobblestone Pub,,2.40,"Brunswick St Nth 163, 641, Smithfield 511, 744, 745, New Church St 582",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.277793,53.3497,02/01/2012 22:45:00,NULL
448,754,Inchicore Road,8,33 P&D + 15 DP (Total),"At New Apartments, opposite Kilmainham Courtrooms",,1.00,Kilmainham Lane 811,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.30861,53.342116,02/01/2012 22:45:00,NULL
449,755,Belmont Gardens,4,35 P&D / DP,South of E'side Belmont Avenue,,2.40,None Nearby,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.242044,53.320049,02/01/2012 22:45:00,NULL
450,756,Ballyfermot Road,10,83 P&D (Total),At Bank Of Ireland / Opposite Number 301,,0.60,"Ballyfermot Rd 455, 755, Le Fanu Rd 774",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.354247,53.34235,02/01/2012 22:45:00,NULL
451,757,Foley Street,1,24 P&D,At Five-Lamps,,2.40,6 On Amiens St,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.24921,53.352793,02/01/2012 22:45:00,NULL
452,758,Railway Street,1,40 P&D / DP,At Gardiner Street Lower Junction,,2.40,"Gardiner St Lwr 119, 121",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.255323,53.352366,02/01/2012 22:45:00,NULL
453,759,St. Catherine's Avenue,8,28 P&D / DP,"At Donore Avenue, Northside",,1.60,"St. Anne's Rd South 568, Dufferin Ave 589",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.283217,53.332462,02/01/2012 22:45:00,NULL
454,760,Ailesbury Drive,4,40 P&D / DP,Near Anglesea Road,,1.60,"Anglesea Rd 602 (€2.00), Ailesbury Grove 795",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.230644,53.320956,02/01/2012 22:45:00,NULL
455,763,Island Street,8,32 P&D,Northside At Bridgefoot Street,,2.40,"Bridgefoot St 801, Usher's Quay 570, Oliver Bond St 719",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Red,-6.281162,53.345471,02/01/2012 22:45:00,NULL
456,765,Ballsbridge Terrace,4,9 P&D / DP,At Number 33,,2.40,"Herbert Park 30, Merrion Rd 370",Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.232109,53.328642,02/01/2012 22:45:00,NULL
457,766,Berkeley Street,7,44 P&D / DP (Total),"At 'Selections' Newsagents, Top of Eccles Street",,2.40,"Goldsmith St 221, O'Connell Ave 220, 3 On Eccles St",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Red,-6.269874,53.359452,02/01/2012 22:45:00,NULL
458,767,Oaklands Park,4,82 P&D / DP,At Number 64 / 65,,1.00,"Serpentine Rd 782, Claremont Rd 816",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Orange,-6.222494,53.331006,02/01/2012 22:45:00,NULL
459,768,Mount Temple Road,7,40 P&D,Opposite Number 29,,1.60,"Manor Place 870, Sitric Rd 877, 3 On Manor St",Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.284895,53.351618,02/01/2012 22:45:00,NULL
460,769,Ailesbury Road,4,169 P&D / DP (Total),At Number 40A,,1.60,Ailesbury Grove 795,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.222902,53.32001,02/01/2012 22:45:00,NULL
461,770,New Wapping Street,1,16 P&D / DP,At Number 2,,2.40,None Nearby,Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Red,-6.235135,53.349015,02/01/2012 22:45:00,NULL
462,771,Sandymount Avenue,4,43 P&D / DP (Total),Opposite Embassy Court / Junction Of Spafield Terrace,,1.60,None Nearby,Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Green,-6.223206,53.326874,02/01/2012 22:45:00,NULL
463,772,Observatory Lane,6,8 P&D,At Bike Shop,,2.40,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.26481,53.325653,02/01/2012 22:45:00,NULL
464,773,Clanbrassil Terrace,8,7 P&D / DP,Junction Of Blackpitts,,1.60,"Blackpitts 714, Raymond St 31",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.274825,53.335432,02/01/2012 22:45:00,NULL
465,774,Le Fanu Road,10,32 P&D,At William Hill's / Opposite Number 212,,0.60,"Ballyfermot Rd 756, 775",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.356628,53.341727,02/01/2012 22:45:00,NULL
466,775,Ballyfermot Road,10,83 P&D (Total),At Sofiane's Pizza House (Number 353),,0.60,"Le Fanu Rd 774, Ballyfermot Rd 756",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.357803,53.342417,02/01/2012 22:45:00,NULL
467,777,Clontarf Road,3,29 P&D / DP (Total),At Number 162,,1.00,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.20104,53.359962,02/01/2012 22:45:00,NULL
468,778,Clontarf Road,3,29 P&D / DP (Total),At Number 201,,1.00,Vernon Avenue 675,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.195456,53.358781,02/01/2012 22:45:00,NULL
469,779,Windsor Terrace,8,33 P&D / DP,At Number 31,,2.40,"Clanbrassil St 701, Bloomfield Ave 709",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.275228,53.329854,02/01/2012 22:45:00,NULL
470,780,Hibernian Avenue,3,14 P&D / DP,East Wall,,1.60,"North Strand Rd 367, 510",Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.243329,53.356422,02/01/2012 22:45:00,NULL
471,781,Nutley Road,4,48 P&D / DP,At Number 20,,1.60,"Nutley Lane 475, Nutley Park 794",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.219963,53.315867,02/01/2012 22:45:00,NULL
472,782,Serpentine Road,4,23 P&D / DP,At AIB,,1.00,"Claremont Rd 816, Oaklands Park 767",Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.222564,53.33202,02/01/2012 22:45:00,NULL
473,785,Luke Street,2,9 P&D,At Light-Stand 68,,2.90,"George's Quay 122, 123",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Yellow,-6.25383,53.347274,02/01/2012 22:45:00,NULL
474,786,Ailesbury Road,4,169 P&D / DP (Total),At Merrion Court,,1.60,"Ailesbury Rd 18, Ailesbury Park 867, Merlyn Park 828, Merrion View Ave 130",Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.214162,53.32061,02/01/2012 22:45:00,NULL
475,787,Rathmines Road Upper,6,43 P&D / DP (Total),At Park,,1.60,"Rathmines Rd Upr 788, Maxwell Rd 741",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.264902,53.31725,02/01/2012 22:45:00,NULL
476,788,Rathmines Road Upper,6,43 P&D / DP (Total),At Number 135,,1.60,"Rathmines Rd Upr 787, Vernon Grove 822",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.265323,53.316455,02/01/2012 22:45:00,NULL
477,789,Mayfield Road East (Terenure),8,12 P&D / DP,Side of #18 Terenure Park,,1.00,Eaton Square 891,Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Orange,-6.285217,53.311427,02/01/2012 22:45:00,NULL
478,790,Cork Street,8,76 P&D / DP (Total),Opposite Coombe Hospital,,1.60,Cork St 791,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.289849,53.335113,02/01/2012 22:45:00,NULL
479,791,Cork Street,8,76 P&D / DP (Total),At Morrisey's Pub,,1.60,Cork St 790,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.287537,53.336874,02/01/2012 22:45:00,NULL
480,793,Tivoli Avenue,6,8 P&D / DP,At Number 1,,1.60,"Harolds Cross Rd 729, Leinster Rd 575",Mon-Sat 07.00-24.00,FALSE,,,,FALSE,,Green,-6.279431,53.321028,02/01/2012 22:45:00,NULL
481,794,Nutley Park,4,84 P&D / DP,Opposite Number 38,,1.60,"Nutley Lane 475, Nutley Rd 781",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.221271,53.314234,02/01/2012 22:45:00,NULL
482,795,Ailesbury Grove,4,25 P&D / DP,At Number 2,15/03/2004,1.60,"Ailesbury Rd 15, 769, Ailesbury Drive 760",Mon-Fri 07.00-19.00,FALSE,,,,FALSE,,Green,-6.226858,53.31987,02/01/2012 22:45:00,NULL
483,796,Temple Street West,8,9  P&D,Junction with Parkgate Street,22/04/2008,1.00,Parkgate St 113,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Orange,-6.28989,53.348014,02/01/2012 22:45:00,NULL
484,797,Mountpleasant Avenue Lower,6,43 P&D / DP (Total),At Number 25,15/03/2004,2.40,"Mountpleasant Ave 388, Richmond Hill 133",Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.261861,53.328057,02/01/2012 22:45:00,NULL
485,798,Ranelagh Avenue,6,16 P&D / DP,At Number 8,15/03/2004,2.40,Ranelagh Rd 431,Mon-Sun 07.00-24.00,FALSE,,,,FALSE,,Red,-6.254809,53.325499,02/01/2012 22:45:00,NULL
486,799,Terenure Road North,6,7 P&D (Total),Outside Paddy Powers bookies,,1.00,"Elm Park Tce 614, Rathmore Villas 665, Rathfarnham Rd 591",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.283328,53.310571,02/01/2012 22:45:00,NULL
487,800,Bloomfield Avenue (Donnybrook),4,30 P&D / DP,At Westfield,,2.40,"Morehampton Rd 401, 526",Mon-Fri 08.00-18.30,FALSE,,,,FALSE,,Red,-6.243534,53.326734,02/01/2012 22:45:00,NULL
488,801,Bridgefoot Street,8,29 P&D / DP (Total),Junction Of Thomas Street,,2.40,"Oliver Bond St 719, Bridgefoot St 864, Island St 763, Thomas St 598, 599",Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.281319,53.343742,02/01/2012 22:45:00,NULL
489,802,Bond Street,8,12 P&D / DP,Junction Of Robert Street South,,1.60,Grand Canal Place 8,Mon-Sat 07.00-19.00,FALSE,,,,TRUE,,Green,-6.28644,53.340803,02/01/2012 22:45:00,NULL
490,805,Fitzwilliam Street (Ringsend),4,6 P&D / DP,Behind Library,,0.60,Thorncastle St 806,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.226569,53.341338,02/01/2012 22:45:00,NULL
491,806,Thorncastle Street,4,30 P&D / DP,Outside Shops,,1.00,Fitzwilliam St 805,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Orange,-6.227714,53.34235,02/01/2012 22:45:00,NULL
492,808,Cork Street,8,76 P&D / DP (Total),Opposite Donnelly Centre,,1.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Green,-6.281017,53.338383,02/01/2012 22:45:00,NULL
493,809,Blackhall Place,7,5 P&D / DP (Total),At Number 28,,2.40,Blackhall Place 746,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Red,-6.281749,53.34925,02/01/2012 22:45:00,NULL
494,810,Kilmore Road,5,14 P&D / DP,At Number 16,,0.60,None Nearby,Mon-Sat 07.00-19.00,FALSE,,,,FALSE,,Blue,-6.211212,53.380684,02/01/2012 22:45:00,NULL
